chat_id,assigned_topics
107.0,"Topic: Healthy Eating  
Quote: ""To get a better body feeling and to be more satisfied with my body.""

Topic: Fear of Failure  
Quote: ""On a scale from 0 (not at all) to 10 (very), how interested are you in doing this change right now? 0""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal."""
108.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Motivation and Confidence  
Quote: ""I am motivated and patient.""

Topic: Goal Setting  
Quote: ""I think I should spend less time with activities that do not offer financial compensation."""
109.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Fear of Failure  
Quote: ""I could be seen as lazy because tasks are pushing before me""  

Topic: Motivation and Confidence  
Quote: ""On a scale from 0 (not at all) to 10 (very), how interested are you in doing this change right now? 1""  

Topic: Self-Reflection  
Quote: ""The current state seems comfortable for you. What exactly about this state you find comfortable and what could make you give up this convenience""  "
110.0,"Topic: Healthy Eating  
Quote: ""The change is important to me because I want to live a healthy life.""

Topic: Stress Management  
Quote: ""I generally want to eat healthier, but when I'm in stressful situations it's often not possible.""

Topic: Goal Setting  
Quote: ""You are ready to try different strategies and see what works best for you, even if you still have uncertainties about potential obstacles."""
111.0,"Topic: Procrastination  
Quote: ""Because I can't afford to procrastinate in our service company.""

Topic: Self-Reflection  
Quote: ""You consciously take time for rest, which shows that you recognize the importance of self-care and balance in your life."""
112.0,"Topic: Procrastination  
Quote: ""I have a problem with my productivity. Because I get distracted so often, my concentration is slowing down, and this has a negative effect on my work.""

Topic: Behavioral Change  
Quote: ""I'm skeptical that I can change my behavior in the long term. I often fall into old patterns.""

Topic: Self-Reflection  
Quote: ""You've already taken the first step by recognizing that you want to change something."""
113.0,"Topic: Procrastination  
Quote: ""I would like to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Support System  
Quote: ""maybe pressure from outside people? I could share my learning plan with my partner and plan nice activities with him when I have achieved my goal""

Topic: Goal Setting  
Quote: ""I could develop a weekly plan and schedule activities such as a movie night, going to the lake, meeting friends as reward activities when reaching my learning goals"""
114.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Behavioral Change  
Quote: ""My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change.""

Topic: ADHD  
Quote: ""I have ADHD and I find it very difficult to concentrate on my work."""
115.0,"Topic: Procrastination  
Quote: ""I have the impression that I work inefficiently and also do not do my tasks as well as I would and could.""

Topic: Self-Reflection  
Quote: ""Can you tell me something about why this change is important to you?""

Topic: Behavioral Change  
Quote: ""What behavioral change do you want to talk about today?""

Topic: Emotional Well-being  
Quote: ""because I see that it has negative effects on my work and also on my well-being."""
116.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  
Quote: ""I could reduce my distractions""  

Topic: Self-Reflection  
Quote: ""What could be first steps to procrastinate less? Can't you give me steps? It's about you and your skills.""  

Topic: Motivation and Confidence  
Quote: ""Your motivation to procrastinate less is obviously strong.""  
Quote: ""You are motivated to make this change, even though you have admitted that it is a bit difficult for you.""  "
117.0,"Topic: Procrastination  
Quote: ""Actually, it's not important to me, but among the three topics I was most interested in.""

Topic: Self-Reflection  
Quote: ""I have developed these strategies from pure self-observation.""

Topic: Behavioral Change  
Quote: ""You've already done a lot of valuable work and it seems that you're on the right track."""
118.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""For me it is of great importance to realize oneself.""

Topic: Goal Setting  
Quote: ""So you want to devote more attention and time to a certain thing, ideally something that also allows you to earn an income.""

Topic: Risk-Taking  
Quote: ""My next step is simply to risk more."""
120.0,"Topic: Healthy Eating  
Quote: ""I want to eat healthier.""

Topic: Weight Loss  
Quote: ""I am overweight and have high blood pressure.""

Topic: Emotional Connection to Food  
Quote: ""I just taste too good meat and sweets.""

Topic: Support System  
Quote: ""Or maybe you can imagine supporting friends or friends.""

Topic: Discipline  
Quote: ""You are absolutely right to change habits can be a real challenge."""
121.0,"Topic: Procrastination  
Quote: ""I get distracted too easily and can therefore not concentrate well at work and get stress, because then I usually have to do tasks quickly but not conscientiously""

Topic: Self-Reflection  
Quote: ""Understanding and overcoming procrastination can be a challenge."""
122.0,"Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Climate Crisis  
Quote: ""The change is important to me, because I am very concerned about the environment.""

Topic: Sustainability  
Quote: ""Your wish is to live a more sustainable life because you are very concerned about the environment.""

Topic: Discipline  
Quote: ""Discipline is an important factor in the implementation of behavioral changes, and it's great that you're willing to show them."""
123.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Goal Setting  
Quote: ""I will set small goals in my next project and reward myself with a little break!"""
124.0,"Topic: Procrastination  
Quote: ""I just want to use my time more efficiently""  

Topic: Self-Reflection  
Quote: ""Because I know myself very well and know that I can't do it in the long term""  

Topic: Discipline  
Quote: ""I should have more discipline""  

Topic: Goal Setting  
Quote: ""Writing and scheduling tasks can help you get a clear overview of your tasks and manage them efficiently""  

Topic: Reward System  
Quote: ""Introduce a kind of reward system""  "
125.0,"Topic: Procrastination  
Quote: ""I am often quickly distracted and push tasks before me""

Topic: Self-Reflection  
Quote: ""I'm not here to give you tips or recommendations for action, but to get clear about your motives and values"""
126.0,"Topic: Healthy Eating  
Quote: ""I want to eat healthier.""

Topic: Weight Loss  
Quote: ""I especially want to feel fitter again and lose a little weight.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal."""
127.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""

Topic: Fear of Failure  
Quote: ""I'm worried that, despite all the help, nothing will change"""
129.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Behavioral Change  
Quote: ""My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change.""  

Topic: Motivation and Confidence  
Quote: ""How ready are you to perform this change on a scale from 0 (not at all) to 10 (very)? 5""  

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""  

Topic: Exercise  
Quote: ""How about you set small, achievable goals?""  "
130.0,"Topic: Procrastination  
Quote: ""I get too little at work by procrastinating""

Topic: Self-Reflection  
Quote: ""It seems that you already have experience in overcoming challenges.""

Topic: Goal Setting  
Quote: ""I should set small goals and celebrate the successes"""
131.0,"Topic: Healthy Eating  
Quote: ""I like to eat very much and often travel, and accordingly I often eat out, which is often fast food. I have increased and feel overall limp and energyless...""

Topic: Motivation and Confidence  
Quote: ""I know that I have to change something, but I'm not too motivated, or I know from experience how fast I stop such things I don't know.""

Topic: Goal Setting  
Quote: ""I will set up a specific weekly plan with meals that I want to eat the days over and will buy accordingly"""
132.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Fear of Failure  
Quote: ""Long uneducated tasks and approaching deadlines give me a lot of stress and I feel that I should use my time more effectively.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal."""
133.0,"Topic: Fear of Failure  
Quote: ""A 5th that sounds like you're not too confident about this change.""

Topic: Healthy Eating  
Quote: ""Because I want to be as healthy as possible.""

Topic: Motivation and Confidence  
Quote: ""Lack of motivation.""

Topic: Emotional Connection to Food  
Quote: ""When I'm shopping and I'm emotional or having a bad day, it's hard not to buy 'emotional' and buy candy or unhealthy food."""
135.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal."""
136.0,"Topic: Healthy Eating  
Quote: ""I take too much sugar, I have health problems because of it.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Behavioral Change  
Quote: ""My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change.""

Topic: Goal Setting  
Quote: ""Your goal is to consume less sugar and carbohydrates and eat more healthy foods."""
137.0,"Topic: Procrastination  
Quote: ""I constantly push things on although I know exactly how important it is.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Goal Setting  
Quote: ""You appreciate the importance of this change with a 10 as you focus on being successful and getting what you deserve."""
138.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Motivation and Confidence  
Quote: ""I always needed tips and someone to motivate me."""
140.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""You have a clear idea of what is important to you and have carefully considered the importance of this goal."""
141.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Behavioral Change  
Quote: ""My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Distraction Management  
Quote: ""You've already identified some distractions like your phone that keep you from concentrated work.""

Topic: Goal Setting  
Quote: ""Set clearly defined and achievable goals for each working day."""
144.0,"Topic: Procrastination  
Quote: ""Because I want to use my time more efficiently""

Topic: Motivation and Confidence  
Quote: ""So you're positive about this change overall.""

Topic: Goal Setting  
Quote: ""That sounds like a strong motivation."""
145.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Fear of Failure  
Quote: ""I don't believe in myself.""

Topic: Emotional Response  
Quote: ""You feel overwhelmed by your procrastination and unsure how to deal with it."""
146.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Because I feel that my lack of concentration has a negative impact on my work and I want to learn and work more efficiently and sustainably.""

Topic: Goal Setting  
Quote: ""How important is this change on a scale from 0 (not at all) to 10 (very) 9."""
147.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Motivation and Confidence  
Quote: ""I really want to do this. You seem to be very motivated.""  

Topic: Emotional Response  
Quote: ""Very strange and guilty""  "
148.0,"Topic: Fear of Failure  
Quote: ""because the selection went too fast, I actually wanted to choose the 5, but that didn't work anymore""

Topic: Climate Crisis  
Quote: ""My influence on the overall situation is far too small for it to really do something. Therefore, I see little sense in changing my behavior.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal."""
149.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Motivation and Confidence  
Quote: ""I'm very motivated.""

Topic: Social Media Influence  
Quote: ""Unfortunately no. I don't want to give up completely on social media etc.."""
150.0,"Topic: Sustainability  
Quote: ""In order to produce less waste that spoils our world (keyword: microplastics) and thus less CO2 is emitted to mitigate global warming.""

Topic: Waste Management  
Quote: ""In order to produce less waste that spoils our world (keyword: microplastics) and thus less CO2 is emitted to mitigate global warming.""

Topic: Environment Design  
Quote: ""So you are already paying attention to buying sustainably and driving only as much car as you need."""
151.0,"Topic: Procrastination  
Quote: ""I find that more and more tasks are accumulating, because I keep putting them on hold, and that makes me feel more and more overwhelmed.""

Topic: Self-Reflection  
Quote: ""I recognize my problem and also have the will to bring about a change."""
152.0,"Topic: Healthy Eating  
Quote: ""I think that my current diet is not optimal and I should also drink less alcohol.""

Topic: Self-Reflection  
Quote: ""I am generally satisfied with my life, but I know that my behavior is negative in the long term.""

Topic: Behavioral Change  
Quote: ""You seem to realize that your current behavior is not sustainable, but you're not too hard on yourself either.""

Topic: Emotional Response  
Quote: ""I find cooking classes to be too elaborate and rather annoying than useful."""
153.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""I'm aware of it, but I have problems carrying out the change because, for example, it's always close, I know what I have to do but I can't get myself to change something.""

Topic: Goal Setting  
Quote: ""I'll try it tomorrow, put small targets first, don't use mobile until lunch break and then see how it works, thank you"""
156.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Behavioral Change  
Quote: ""So you're willing to change something and take necessary steps, despite some uncertainties.""  

Topic: Self-Reflection  
Quote: ""I find this value reflects my status quo, I'm willing to change something and also take the necessary steps despite less insecure.""  

Topic: Use of To-Do Lists  
Quote: ""In the form of a TO-DO list""  "
157.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Because I want to do more at work and don't want to feel guilty anymore."""
158.0,"Topic: Sustainable Living  
Quote: ""So you want to live more sustainably. Can you tell me something about why this change is important to you?""

Topic: Behavioral Change  
Quote: ""What are some specific actions or behaviors you want to change to live more sustainably?""

Topic: Environment Design  
Quote: ""You plan to drive less car and pay attention to regional products when shopping for food."""
160.0,"Topic: Procrastination  
Quote: ""I just can't handle my tasks and I keep pushing them off.""

Topic: Self-Reflection  
Quote: ""I would very much like to address this change, but because of my lack of motivation, this is very difficult.""

Topic: Emotional Well-being  
Quote: ""Probably my depression and my ADHD.""

Topic: Support System  
Quote: ""I'm already in therapy, don't worry :)"""
161.0,"Topic: Healthy Eating  
Quote: ""Because I'm overweight and want to lose weight.""

Topic: Goal Setting  
Quote: ""Create a list of meals and when I want to cook.""  

Topic: Fear of Failure  
Quote: ""So you're afraid that you might be frustrated and fall back into old patterns.""  "
162.0,"Topic: Healthy Eating  
Quote: ""I'm afraid I'm going to be sick in my old age due to my diet""

Topic: Fear of Failure  
Quote: ""How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change? 6""  

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""  "
165.0,"Topic: Healthy Eating  
Quote: ""Because a healthy diet has a positive impact on my health and quality of life.""

Topic: Self-Reflection  
Quote: ""I want to find a balance between a healthy diet and the enjoyment of delicious food.""

Topic: Goal Setting  
Quote: ""In the next step I will try to reduce the consumption of sugar and alcohol."""
167.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Motivation and Confidence  
Quote: ""Because it really bugs me so much to procrastinate and I really want to stop""  

Topic: Behavioral Change  
Quote: ""So you're really motivated to change your procrastination habits""  

Topic: Goal Setting  
Quote: ""Can you imagine a future in which you're less procrastinate?""  "
168.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  
Quote: ""So I can get more things done in life than sitting on my ass""  
Quote: ""Great that you are confident and ready to create a plan.""  
Quote: ""Remember that reaching your goals takes time and it's perfectly fine if everything doesn't go perfectly right away.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""  
Quote: ""Let me sum up our conversation so far."""
170.0,"Topic: Procrastination  
Quote: ""Since procrastination is not a good property""

Topic: Self-Reflection  
Quote: ""That sounds like you've already taken an important first step by realizing that procrastination is not good for you."""
171.0,"Topic: Procrastination  
Quote: ""I have difficulty getting tasks done for the university in time and feel strongly stressed by procrastinating.""

Topic: Self-Reflection  
Quote: ""Your appreciation of your own progress is an important step. You recognize the need for change and are ready to work for it."""
172.0,"Topic: Fear of Failure  
Quote: ""I consider myself undisciplined and ruined my metabolism with diets""

Topic: Healthy Eating  
Quote: ""I want to eat healthier""

Topic: Weight Loss  
Quote: ""I want to lose weight, I am unhappy with my current body""

Topic: Motivation and Confidence  
Quote: ""How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change? 3"""
175.0,"Topic: Procrastination  
Quote: ""I don't use my time as effectively as I can, so I'm dissatisfied and can do less work than I need.""

Topic: Self-Reflection  
Quote: ""It is remarkable that you have the knowledge and self-knowledge to realize that this is a challenge for you."""
176.0,"Topic: Climate Crisis  
Quote: ""Every year, we feel the extreme effects of the climate crisis. We need to act in a thriving way so that the earth remains a place worth living for my and subsequent generations.""

Topic: Sustainability  
Quote: ""So you want to live more sustainably. Can you tell me something about why this change is important to you?""

Topic: Behavioral Change  
Quote: ""My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change.""

Topic: Second-Hand Shopping  
Quote: ""I could buy more second-hand clothes on flea markets or on online portals.""

Topic: Social Media Influence  
Quote: ""Social media has very good personalized advertising, which often leads me back to the apps."""
177.0,"Topic: Climate Crisis  
Quote: ""Climate change""

Topic: Fear of Failure  
Quote: ""How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change? 2""  

Topic: Comfort Zone  
Quote: ""I'm too comfortable""  

Topic: Transportation Choices  
Quote: ""commuting""  

Topic: Financial Stability  
Quote: ""cheaper tickets, 49€ too expensive""  "
178.0,"Topic: Procrastination  
Quote: ""I'm wasting so much time with it""

Topic: Self-Reflection  
Quote: ""Can you tell me something about why this change is important to you?""

Topic: Behavioral Change  
Quote: ""What behavioral change do you want to talk about today?""

Topic: Emotional Well-being  
Quote: ""How would you feel if you spent some time at the piano instead of watching Netflix?"""
179.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""  
Quote: ""Because I'm not as productive at work as I should be. It has negative effects.""  
Quote: ""Boredom, fear of failure, and pressure to succeed are very common reasons for procrastination.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""  
Quote: ""I'm not here to give you tips or recommendations for action, but to get clear about your motives and values."""
181.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Academic Success  
Quote: ""I want to be successful in my studies and achieve a very good degree.""

Topic: Motivation and Confidence  
Quote: ""I'm very motivated to create more and I think if I think about a few methods, I'm going to make it.""

Topic: Behavioral Change  
Quote: ""Your decision and motivation to procrastinate less shows a strong awareness of your priorities and a commitment to your personal well-being and happiness."""
182.0,"Topic: Healthy Eating  
Quote: ""I have hardly concentrated on my diet this summer. I have often just eaten grilled meat or food at parties. Now I want to make sure that I eat better and more balanced food.""

Topic: Self-Reflection  
Quote: ""It is remarkable that you are so aware of your health and well-being and ready to work actively on it. You show a high self-esteem by deciding what is best for you.""

Topic: Goal Setting  
Quote: ""Your goal is to feel healthier, to sleep better, to lose weight, to build muscle and to be more productive."""
183.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Goal Setting  
Quote: ""become more successful""  

Topic: Self-Reflection  
Quote: ""What exactly could help you to become even more successful?""  

Topic: Emotional Response  
Quote: ""How would you feel if you were less procrastinating and doing your tasks in time?""  "
186.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Motivation and Confidence  
Quote: ""How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change? 0"""
188.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Fear of Failure  
Quote: ""You're talking about fear and nervousness. It's like an invisible hurdle that doesn't make me start."""
189.0,"Topic: Procrastination  
Quote: ""I push myself too often to do things although these are not a big effort and move them to the back""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values."""
190.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  

Topic: Self-Reflection  
Quote: ""So you're convinced you can do this. It's important to me that I waste less of my lifetime""  

Topic: Distraction Management  
Quote: ""Remove distractions from my life""  

Topic: Goal Setting  
Quote: ""What could be the first step to procrastinate less? Remove distractions from my life""  "
191.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less.""

Topic: Self-Reflection  
Quote: ""Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal.""

Topic: Motivation and Confidence  
Quote: ""That sounds like you are very confident about this change.""

Topic: Goal Setting  
Quote: ""Because I want to change this behavior sustainably to achieve my goals.""

Topic: Behavioral Change  
Quote: ""That's a good basis for a behavior change."""
192.0,"Topic: Procrastination  
Quote: ""I want to procrastinate less""  
Quote: ""I like to be distracted and I lack consistency""

Topic: Self-Reflection  
Quote: ""It's interesting that you say that knowledge alone is not enough to bring about a change.""  
Quote: ""It is remarkable that you are already aware of your distractions and lack of consistency, which shows that you are able to reflect on yourself, and this is a valuable first step."""
